action,batch,corrected_action,narration_text,reasoning,round,scenario,status_main,status_secondary,timestamp_sec,video_uid
Essential Operation,1,,#C C swipes yellow brush over the brim of the paint container,Core task involving high hand activity with a tool.,r001,Mechanical Repair,Gold,,102.1675196,9a968109-3a9e-4e6d-a0e8-fed2ec1128f8
Essential Operation,1,,#C C turns the paint with the yellow brush,Core task involving high hand activity.,r001,Mechanical Repair,Gold,,105.7947696,9a968109-3a9e-4e6d-a0e8-fed2ec1128f8
Locomotion,1,Object Transfer,#C C lifts the yellow brush,"Body moving through space (lifting), high body acceleration.",r001,Mechanical Repair,Bad,,127.7896596,9a968109-3a9e-4e6d-a0e8-fed2ec1128f8
Stationary,1,,#C C adjusts her jacket,"Adjusting clothing is a low energy, stationary action.",r001,Mechanical Repair,Gold,,220.9234296,9a968109-3a9e-4e6d-a0e8-fed2ec1128f8
Essential Operation,1,,#C C swipes brush over the brim of the paint container,Core task involving manual activity with hands.,r001,Mechanical Repair,Gold,,229.3470696,9a968109-3a9e-4e6d-a0e8-fed2ec1128f8
Stationary,1,,#C C touches his face. #unsure,"Low body/hand motion, indicative of a pause or thinking.",r001,Mechanical Repair,Gold,,278.3982909546634,9a968109-3a9e-4e6d-a0e8-fed2ec1128f8
Essential Operation,1,,#C C adjusts the nylon on the grass with his left hand.,Core manual task involving precise hand movements.,r001,Mechanical Repair,Gold,,716.0804409546635,9a968109-3a9e-4e6d-a0e8-fed2ec1128f8
Object Transfer,1,Essential Operation,#C C dips paint brush in a paint container.,Logistics step involving picking up and dipping the brush.,r001,Mechanical Repair,Bad,,734.8930409546634,9a968109-3a9e-4e6d-a0e8-fed2ec1128f8
Object Transfer,1,,#C C carries the paint container with his left hand.,"Carrying an object, involves logistics and movement.",r001,Mechanical Repair,Gold,,832.2245309546635,9a968109-3a9e-4e6d-a0e8-fed2ec1128f8
Object Transfer,1,,#C C removes the brush from the paint container,Logistics step involving the movement of an object.,r001,Mechanical Repair,Gold,,853.0761609546634,9a968109-3a9e-4e6d-a0e8-fed2ec1128f8
Object Transfer,1,,#C C inserts the paint brush in the paint container,"The action involves placing an object (paint brush) into another object (paint container), which is a logistics step.",r001,Mechanical Repair,Gold,,875.0477009546634,9a968109-3a9e-4e6d-a0e8-fed2ec1128f8
Object Transfer,1,Essential Operation,#c c puts water in the jug,Logistics step involving the transfer of water to a jug.,r001,Desk Work,Bad,,128.4883496,9b45530e-a510-44d8-81fc-afc8252eccdf
Object Transfer,1,,#c c puts toothpick in the paper,Logistics step involving placing an object.,r001,Desk Work,Gold,,247.1309496,9b45530e-a510-44d8-81fc-afc8252eccdf
Stationary,1,,#c c puts hands together,"Low body/hand motion, likely idle or contemplative.",r001,Desk Work,Gold,,502.8575509546634,9b45530e-a510-44d8-81fc-afc8252eccdf
Locomotion,1,,#c c does push ups,"Body moving through space, high body acceleration.",r001,Desk Work,Gold,,515.2466509546634,9b45530e-a510-44d8-81fc-afc8252eccdf
Stationary,1,,#c c puts hands apart,"Low body/hand motion, likely preparing for a task.",r001,Desk Work,Gold,,551.49685562133,9b45530e-a510-44d8-81fc-afc8252eccdf
Object Transfer,1,,#c c puts mat on the floor,Logistics/Setup step involving placing an object.,r001,Desk Work,Gold,,642.0012976213301,9b45530e-a510-44d8-81fc-afc8252eccdf
Locomotion,1,,#c c steps on mat,Body moving through space (stepping on a mat).,r001,Desk Work,Gold,,671.61145762133,9b45530e-a510-44d8-81fc-afc8252eccdf
Object Transfer,1,Essential Operation,#c c closes box,"Closing a box involves picking up and putting down objects, which falls under logistics.",r001,Desk Work,Bad,,828.7543876213301,9b45530e-a510-44d8-81fc-afc8252eccdf
Stationary,1,,#c c puts hands on the mat,"Low body/hand motion, indicative of a preparatory or idle state.",r001,Desk Work,Gold,,1038.18678762133,9b45530e-a510-44d8-81fc-afc8252eccdf
Object Transfer,1,,#c c takes container,Logistics/Setup step involving picking up or moving an object.,r001,Desk Work,Gold,,1167.4929142879969,9b45530e-a510-44d8-81fc-afc8252eccdf
Object Transfer,1,,#c c puts container in the kitchen cabinet,Logistics step involving placing an object.,r001,Desk Work,Gold,,1201.6168342879969,9b45530e-a510-44d8-81fc-afc8252eccdf
Object Transfer,1,,#c c puts Nestea in the fridge,Logistics step involving picking up and putting down an object.,r001,Desk Work,Gold,,1231.3001442879963,9b45530e-a510-44d8-81fc-afc8252eccdf
Stationary,1,Essential Operation,#c c puts on lights,Putting on lights is an action that does not involve significant body or hand movement.,r001,Desk Work,Bad,,1939.0078109546632,9b45530e-a510-44d8-81fc-afc8252eccdf
Essential Operation,1,,#c c scoops packet content,Core task involving high hand activity.,r001,Desk Work,Gold,,2537.9198576213303,9b45530e-a510-44d8-81fc-afc8252eccdf
Stationary,1,,#c c locks phone,"Low body/hand motion, likely involves pressing buttons or swiping on the phone screen.",r001,Desk Work,Gold,,2765.5769442879964,9b45530e-a510-44d8-81fc-afc8252eccdf
Essential Operation,1,,#C C paints the wall with a brush,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,166.8422086,9b9b1adc-c543-445a-aa2f-5c96551b9c31
Essential Operation,1,,#C C dips brush in the paint,Core task involving high hand activity.,r001,Mechanical Repair,Gold,,191.0880586,9b9b1adc-c543-445a-aa2f-5c96551b9c31
Stationary,1,,#C C holds his head with his hands,"Low body/hand motion, indicative of a stationary action such as resting or thinking.",r001,Desk Work,Gold,,40.0055796,a2942aa8-a9be-420e-b24f-b3a96a2b581c
Object Transfer,1,,#C C lets go of #unsure,"[CtxFixed] The action of letting go of an object inside the fridge indicates a deliberate placement, which falls under the category of Object Transfer.",r001,Cooking,Gold,,35.0348186,a6419de9-1e40-4793-b21b-9c8d9038835a
Object Transfer,1,,#C C places the broken grocery on the counter top,Logistics step involving placing an object.,r001,Cooking,Gold,,76.4349186,a6419de9-1e40-4793-b21b-9c8d9038835a
Object Transfer,1,,#C C picks a grocery with both her hands.,Logistics step involving picking up an object.,r001,Cooking,Gold,,77.22266859999999,a6419de9-1e40-4793-b21b-9c8d9038835a
Locomotion,1,,#C C moves towards the litter bin.,Body moving through space (moving towards an object).,r001,Cooking,Gold,,89.5374886,a6419de9-1e40-4793-b21b-9c8d9038835a
Object Transfer,1,,#C C reaches her right hand to the cabinet.,"Logistics step, reaching for an object.",r001,Cooking,Gold,,94.5057586,a6419de9-1e40-4793-b21b-9c8d9038835a
Essential Operation,1,,#C C unwraps the packet of tomatoes.,Core task involving manual dexterity and manipulation.,r001,Cooking,Gold,,129.9818886,a6419de9-1e40-4793-b21b-9c8d9038835a
Stationary,1,,#C C holds the tong with both her hands.,"Low body/hand motion, holding position.",r001,Cooking,Gold,,184.0069286,a6419de9-1e40-4793-b21b-9c8d9038835a
Locomotion,1,Object Transfer,#C C drags the cut pieces to one side of the blue tray.,"Movement of body through space to drag objects, involves significant body acceleration.",r001,Cooking,Bad,,265.7284386,a6419de9-1e40-4793-b21b-9c8d9038835a
Locomotion,1,,#C C moves away from the sink.,"Body moving through space, indicative of walking or moving stance.",r001,Cooking,Gold,,317.76425962664143,a6419de9-1e40-4793-b21b-9c8d9038835a
Object Transfer,1,,#C C grabs a packet of potatoes with her right hand.,Logistics step involving picking up an object.,r001,Cooking,Gold,,334.76326962664143,a6419de9-1e40-4793-b21b-9c8d9038835a
Object Transfer,1,,#C C places the tomatoes on the blue tray.,Logistics step involving picking up and placing the tomatoes.,r001,Cooking,Gold,,354.15309962664145,a6419de9-1e40-4793-b21b-9c8d9038835a
Object Transfer,1,,#C C picks a knife with his right hand.,"Logistics step, picking up an object.",r001,Cooking,Gold,,365.85147962664144,a6419de9-1e40-4793-b21b-9c8d9038835a
Essential Operation,1,,#C C slices the potato.,Core task involving precise hand movements.,r001,Cooking,Gold,,379.5696296266414,a6419de9-1e40-4793-b21b-9c8d9038835a
Search,1,Stationary,#O man Z looks at C.,"Head movement (visual observation), passive hands.",r001,Cooking,Bad,,390.4958496266414,a6419de9-1e40-4793-b21b-9c8d9038835a
Object Transfer,1,,#C C picks a tomato from the blue tray.,Logistics step involving picking up an object.,r001,Cooking,Gold,,417.5155496266414,a6419de9-1e40-4793-b21b-9c8d9038835a
Object Transfer,1,,#C C plucks off the grocery.,Logistics step involving picking up an object.,r001,Cooking,Gold,,452.9926496266414,a6419de9-1e40-4793-b21b-9c8d9038835a
Object Transfer,1,,#C C puts the grocery on the counter.,Logistics step involving picking up and placing an object.,r001,Cooking,Gold,,465.8622696266414,a6419de9-1e40-4793-b21b-9c8d9038835a
Object Transfer,1,,#C C puts the bottle on the counter.,"Logistics step, putting an object down.",r001,Cooking,Gold,,509.8337696266415,a6419de9-1e40-4793-b21b-9c8d9038835a
Locomotion,1,,#C C moves towards the fridge.,Body moving through space towards the fridge.,r001,Cooking,Gold,,513.8805796266414,a6419de9-1e40-4793-b21b-9c8d9038835a
Essential Operation,1,,#C C removes the seed from the orange,Core task involving fine motor skills and manipulation.,r001,Cooking,Gold,,569.5195392575522,a6419de9-1e40-4793-b21b-9c8d9038835a
Essential Operation,1,,#C C wipes her hands with the kitchen towel,Core task involving high hand activity.,r001,Cooking,Gold,,583.9819892575522,a6419de9-1e40-4793-b21b-9c8d9038835a
Essential Operation,1,,#C C pours the liquid soap in the dirty utensils in the sink,Core task involving manual pouring action.,r001,Cooking,Gold,,591.2641092575521,a6419de9-1e40-4793-b21b-9c8d9038835a
Object Transfer,1,,#CC picks up a cooking pot,Logistics step involving picking up an object.,r001,Cooking,Gold,,644.2577092575522,a6419de9-1e40-4793-b21b-9c8d9038835a
Stationary,1,,#C C puts up her left hand,"Low body/hand motion, indicating a pause or idle action.",r001,Cooking,Gold,,716.7494292575522,a6419de9-1e40-4793-b21b-9c8d9038835a
Locomotion,1,,#C C rids a bicycle with both hands. #Unsure,"Body is moving through space via bicycle riding, involves high body acceleration.",r001,Walking Outdoors,Gold,,71.56992,a6c7707d-d7b5-4e73-a5ae-ebdaeeaf56eb
Object Transfer,1,,#C C take a paper from the container with his left hand.,"Logistics/Setup step, picking up an object.",r001,Mechanical Repair,Gold,,31.99655,a7a4014b-f938-49ca-bd5f-f5bb88843ac4
Essential Operation,1,,#C C tightens the motorcycle wheel with screwdriver in his right hand.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,92.94756,a7a4014b-f938-49ca-bd5f-f5bb88843ac4
Object Transfer,1,,#C C picks the rag from the lift with his left hand.,"Logistics step, picking up an object.",r001,Mechanical Repair,Gold,,111.07666,a7a4014b-f938-49ca-bd5f-f5bb88843ac4
Locomotion,1,,#C C walks on grass,Body moving through space (walking).,r001,Mechanical Repair,Gold,,21.43821,a8197601-7474-4cb0-8d08-e8a8febcecfc
Locomotion,1,,#O boy X walks into garage,"Movement through space, indicative of walking.",r001,Mechanical Repair,Gold,,30.33795,a8197601-7474-4cb0-8d08-e8a8febcecfc
Locomotion,1,,#O boy Y rides bike,"Body moving through space (riding a bike), high body acceleration.",r001,Mechanical Repair,Gold,,64.66052,a8197601-7474-4cb0-8d08-e8a8febcecfc
Stationary,1,Essential Operation,#C C stops bike,"The action indicates a stop, which implies a stationary state with low energy.",r001,Mechanical Repair,Bad,,87.15803,a8197601-7474-4cb0-8d08-e8a8febcecfc
Locomotion,1,,#C C stands on the road,Body moving through space (standing up from a stationary position).,r001,Mechanical Repair,Gold,,704.89631,a8197601-7474-4cb0-8d08-e8a8febcecfc
Object Transfer,1,,#C C puts the bottle lid on the board,Logistics step involving picking up and placing an object.,r001,Cleaning,Gold,,22.823318653645888,aa5c1090-05fd-41e7-86a8-1bc601226c51
Object Transfer,1,Essential Operation,#C C opens the the cup board,Opening a cupboard is a logistics step involving interaction with an object.,r001,Cleaning,Bad,,32.551718653645885,aa5c1090-05fd-41e7-86a8-1bc601226c51
Object Transfer,1,,#C C puts the cups in the drawer,Logistics step involving picking up and placing objects.,r001,Cleaning,Gold,,44.71753865364588,aa5c1090-05fd-41e7-86a8-1bc601226c51
Object Transfer,1,,#C C takes the grater,Logistics/Setup step.,r001,Cleaning,Gold,,47.39812865364589,aa5c1090-05fd-41e7-86a8-1bc601226c51
Object Transfer,1,,#C C puts the pot in a sink,Logistics step involving moving an object (pot) to a location (sink).,r001,Cleaning,Gold,,421.2668853203126,aa5c1090-05fd-41e7-86a8-1bc601226c51
Essential Operation,1,,#C C washes the bowl,Core task involving high hand activity.,r001,Cleaning,Gold,,516.7909053203125,aa5c1090-05fd-41e7-86a8-1bc601226c51
Object Transfer,1,Essential Operation,#C C opens the window,"Opening an object, a logistics step.",r001,Cleaning,Bad,,562.6907485527996,aa5c1090-05fd-41e7-86a8-1bc601226c51
Locomotion,1,,#C C walks on a pathway.,"Body moving through space, indicative of walking.",r001,Walking Outdoors,Gold,,8.80369,adf11624-aca0-4bad-a35f-51b9f330ee74
Locomotion,1,,#C C crosses a street.,"Movement through space, indicative of walking.",r001,Walking Outdoors,Gold,,800.4561093333333,adf11624-aca0-4bad-a35f-51b9f330ee74
Object Transfer,1,,#C C pulls out his shoe on his leg with his right hand.,"The action involves picking up and putting down an object (the shoe), which is a logistical step.",r001,Walking Outdoors,Gold,,2805.46371,adf11624-aca0-4bad-a35f-51b9f330ee74
Essential Operation,1,,#C C pours soap on the sponge from the bottle in his right hand.,Core task involving high hand activity.,r001,Cleaning,Gold,,10.445159599999998,ae2d6792-7bdb-43c4-89b2-fc58c4b977d7
Object Transfer,1,,#C C picks a pot lid from the kitchen sink with his left hand.,Logistics step involving picking up an object.,r001,Cleaning,Gold,,15.5738396,ae2d6792-7bdb-43c4-89b2-fc58c4b977d7
Object Transfer,1,Essential Operation,#C C turns on the tap with his right hand.,Turning on the tap is a logistics step involving a specific action with the hand.,r001,Cleaning,Bad,,56.3215596,ae2d6792-7bdb-43c4-89b2-fc58c4b977d7
Essential Operation,1,,#C C rinses the mug under the tap with both hands.,Core manual task involving high hand activity.,r001,Cleaning,Gold,,91.3129296,ae2d6792-7bdb-43c4-89b2-fc58c4b977d7
Object Transfer,1,,#C C places the grater in the bowl on the worktop with his left hand.,Logistics step involving placing an object.,r001,Cleaning,Gold,,127.7318996,ae2d6792-7bdb-43c4-89b2-fc58c4b977d7
Object Transfer,1,,#C C picks the cutleries in the bowl with his right hand.,Logistics step involving picking up objects.,r001,Cleaning,Gold,,142.3219396,ae2d6792-7bdb-43c4-89b2-fc58c4b977d7
Object Transfer,1,,#C C picks the mug on the work top with his right hand.,Logistics step involving picking up an object.,r001,Cleaning,Gold,,156.6626496,ae2d6792-7bdb-43c4-89b2-fc58c4b977d7
Essential Operation,1,,#C C turns on the tap with his right hand.,Turning on the tap is a core manual task involving high hand activity.,r001,Cleaning,Gold,,160.1220696,ae2d6792-7bdb-43c4-89b2-fc58c4b977d7
Object Transfer,1,Essential Operation,#C C turns off the tap with his right hand.,"Action involves turning off a tap, which is a logistics step.",r001,Cleaning,Bad,,180.3577196,ae2d6792-7bdb-43c4-89b2-fc58c4b977d7
Stationary,1,,#C C touches the sponge in the sink with his right hand.,"Low body/hand motion, likely holding the sponge.",r001,Cleaning,Gold,,208.5833796,ae2d6792-7bdb-43c4-89b2-fc58c4b977d7
Locomotion,1,Object Transfer,#C C moves a chopping board in the sink with both hands.,Body moving through space with high body acceleration.,r001,Cleaning,Bad,,228.6713796,ae2d6792-7bdb-43c4-89b2-fc58c4b977d7
