action,annotation_id,annotator,batch,corrected_action,created_at,dataset_rows_covered_if_validated,global_rank,high_priority_reason,high_priority_review,historical_bad_count,historical_bad_rate,historical_checked_count,id,lead_time,narration_text,normalized_narration_stage2,reasoning,round,scenario,secondary_action,status,timestamp_sec,updated_at,verdict,video_uid,watchlist_hit
Essential Operation,13719,6,6,,2026-03-03T21:26:29.298428Z,4,8453,,no,0,0.0,0,1149784,0.519,#C c washes the fork in the sink,washes fork in sink,Core task involving high hand activity.,r002,Cooking,,silver,1774.845860954663,2026-03-03T21:26:29.298454Z,Gold,6fd90f8d-7a4d-425d-a812-3268db0b0342,no
Essential Operation,13720,6,6,,2026-03-03T21:26:33.611826Z,17,541,,no,0,0.0,0,1149785,1.284,#C c washes the plate in the sink,washes plate in sink,Core task involving manual operation with high hand activity.,r002,Cooking,,silver,1802.6532009546631,2026-03-03T21:26:33.611851Z,Gold,6fd90f8d-7a4d-425d-a812-3268db0b0342,no
Object Transfer,13721,6,6,,2026-03-03T21:26:34.731976Z,4,7062,,no,0,0.0,0,1149786,0.506,#C c picks a chopping board from the table,picks chopping board from table,Logistics step involving picking up an object.,r002,Cooking,,silver,2015.352790954663,2026-03-03T21:26:34.732003Z,Gold,6fd90f8d-7a4d-425d-a812-3268db0b0342,no
Object Transfer,13722,6,6,,2026-03-03T21:26:35.758215Z,9,1866,,no,0,0.0,0,1149787,0.512,#C c puts the plate in the cabinet,puts plate in cabinet,Logistics step involving placing an object.,r002,Cooking,,silver,2063.620620954663,2026-03-03T21:26:35.758245Z,Gold,6fd90f8d-7a4d-425d-a812-3268db0b0342,no
Object Transfer,13723,6,6,,2026-03-03T21:26:36.678491Z,25,256,,no,0,0.0,0,1149788,0.49,#C c places the bowl on the counter,places bowl on counter,Logistics step involving placing an object.,r002,Cooking,,silver,2095.289350954663,2026-03-03T21:26:36.678509Z,Gold,6fd90f8d-7a4d-425d-a812-3268db0b0342,no
Object Transfer,13724,6,6,,2026-03-03T21:26:37.629993Z,8,2315,,no,0,0.0,0,1149789,0.468,#C c puts the sponge down,puts sponge down,Logistics step of putting the sponge down.,r002,Cooking,,silver,2183.667290954664,2026-03-03T21:26:37.630010Z,Gold,6fd90f8d-7a4d-425d-a812-3268db0b0342,no
Object Transfer,13725,6,6,,2026-03-03T21:26:38.528794Z,4,7252,,no,0,0.0,0,1149790,0.455,#C c picks up #unsure from the floor,picks up from floor,"The action involves picking up an object, which is a logistics step.",r002,Cooking,,silver,2338.068720954664,2026-03-03T21:26:38.528832Z,Gold,6fd90f8d-7a4d-425d-a812-3268db0b0342,no
Stationary,13726,6,6,,2026-03-03T21:26:40.231065Z,4,5915,watchlist_verb,yes,0,0.0,0,1149791,0.758,#C c holds the board,holds board,"Low body/hand motion, holding position.",r002,Cooking,,silver,2467.249860954664,2026-03-03T21:26:40.231079Z,Gold,6fd90f8d-7a4d-425d-a812-3268db0b0342,yes
Locomotion,13727,6,6,,2026-03-03T21:26:41.843760Z,6,3542,,no,0,0.0,0,1149792,1.016,#O man Q walks,man q walks,"Movement through space, indicative of walking.",r002,Cooking,,silver,2719.1166609546635,2026-03-03T21:26:41.843782Z,Gold,6fd90f8d-7a4d-425d-a812-3268db0b0342,no
Object Transfer,13728,6,6,,2026-03-03T21:26:42.799393Z,4,6152,watchlist_verb,yes,0,0.0,0,1149793,0.467,#C C opens flask,opens flask,Logistics action involving opening an object.,r002,Cooking,,silver,2836.912490954664,2026-03-03T21:26:42.799433Z,Gold,6fd90f8d-7a4d-425d-a812-3268db0b0342,yes
Essential Operation,13729,6,6,,2026-03-03T21:26:43.735464Z,6,4104,,no,0,0.0,0,1149794,0.464,#C C washes mug,washes mug,Core manual task involving high hand activity.,r002,Cooking,,silver,2903.0568609546635,2026-03-03T21:26:43.735481Z,Gold,6fd90f8d-7a4d-425d-a812-3268db0b0342,no
Object Transfer,13730,6,6,,2026-03-03T21:26:44.711624Z,3,9821,,no,0,0.0,0,1149795,0.492,#C C draws a curtain,draws curtain,Action involves moving an object (curtain).,r002,Cooking,,silver,2947.203720954664,2026-03-03T21:26:44.711649Z,Gold,6fd90f8d-7a4d-425d-a812-3268db0b0342,no
Object Transfer,13731,6,6,,2026-03-03T21:26:45.734134Z,6,3686,,no,0,0.0,0,1149796,0.54,#C C picks a tumbler,picks tumbler,"Logistics step, picking up an object.",r002,Cooking,,silver,3149.680720954664,2026-03-03T21:26:45.734149Z,Gold,6fd90f8d-7a4d-425d-a812-3268db0b0342,no
Stationary,13732,6,6,,2026-03-03T21:26:47.130171Z,4,8091,,no,0,0.0,0,1149797,0.842,#C C sits on the coach,sits on coach,"Low body/hand motion, sitting activity.",r002,Cooking,,silver,3201.018290954664,2026-03-03T21:26:47.130194Z,Gold,6fd90f8d-7a4d-425d-a812-3268db0b0342,no
Object Transfer,13733,6,6,,2026-03-03T21:26:48.207120Z,6,3384,,no,0,0.0,0,1149798,0.518,#C C dips the paintbrush into the paint container.,dips paintbrush into paint container,Short bursts of hand activity related to logistics/setup.,r002,Mechanical Repair,,silver,25.4772196,2026-03-03T21:26:48.207135Z,Gold,71805e46-ca99-4b12-abb4-b1c1af470ae7,no
Stationary,13734,6,6,,2026-03-03T21:26:49.151986Z,5,5132,,no,0,0.0,0,1149799,0.411,#C C places his left hand on the tarpaulin,places his left hand on tarpaulin,"The action involves placing a hand, which indicates a low-energy, static motion.",r002,Mechanical Repair,,silver,315.3489209546634,2026-03-03T21:26:49.152005Z,Gold,71805e46-ca99-4b12-abb4-b1c1af470ae7,no
Stationary,13735,6,6,,2026-03-03T21:26:51.272623Z,6,3141,watchlist_verb,yes,0,0.0,0,1149800,1.553,#C C adjusts his legs,adjusts his legs,Adjusting legs typically involves low body motion.,r002,Mechanical Repair,,silver,410.0085509546634,2026-03-03T21:26:51.272647Z,Gold,71805e46-ca99-4b12-abb4-b1c1af470ae7,yes
Locomotion,13736,6,6,,2026-03-03T21:26:52.231561Z,4,6089,watchlist_verb,yes,0,0.0,0,1149801,0.459,#C C moves down the staircase,moves down staircase,"Body moving through space, involves walking down stairs.",r002,Mechanical Repair,,silver,460.1258509546634,2026-03-03T21:26:52.231590Z,Gold,71805e46-ca99-4b12-abb4-b1c1af470ae7,yes
Stationary,13737,6,6,,2026-03-03T21:26:54.105494Z,3,10797,,no,0,0.0,0,1149802,1.333,#O The man Y stands,man y stands,"The action describes a person standing still, indicating low energy and minimal movement.",r002,Mechanical Repair,,silver,523.2398909546633,2026-03-03T21:26:54.105515Z,Gold,71805e46-ca99-4b12-abb4-b1c1af470ae7,no
Essential Operation,13738,6,6,,2026-03-03T21:26:55.130778Z,4,8075,,no,0,0.0,0,1149803,0.484,#CC shakes the duster in water,shakes duster in water,Core task involving high hand activity.,r002,Cleaning,,silver,309.7989709546634,2026-03-03T21:26:55.130803Z,Gold,7bc80e9a-d235-4245-9876-9f414969b6d0,no
Object Transfer,13769,6,6,,2026-03-03T21:28:29.489404Z,4,7565,,no,0,0.0,0,1149804,0.502,#C C puts the bowl in the cupboard.,puts bowl in cupboard,Logistics step involving placing an object.,r002,Cooking,,silver,88.1371496,2026-03-03T21:28:29.489426Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Object Transfer,13770,6,6,,2026-03-03T21:28:30.452364Z,7,2996,,no,0,0.0,0,1149805,0.448,#C C returns the container to the table.,returns container to table,Logistics/Setup step involving moving an object.,r002,Cooking,,silver,172.2024396,2026-03-03T21:28:30.452401Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Stationary,13771,6,6,,2026-03-03T21:28:31.412245Z,4,6198,watchlist_verb,yes,0,0.0,0,1149806,0.429,#C C touches his camera with his left hand. #Unsure,touches his camera with his left hand,"Low body/hand motion, likely a brief touch with minimal movement.",r002,Cooking,,silver,288.7686809546634,2026-03-03T21:28:31.412275Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,yes
Object Transfer,13772,6,6,,2026-03-03T21:28:33.376685Z,4,7291,,no,0,0.0,0,1149807,0.554,#C C picks up the vegetable from the container with his right hand.,picks up vegetable from container with his right hand,Logistics step of picking up an object.,r002,Cooking,,silver,348.14115095466343,2026-03-03T21:28:33.376699Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Object Transfer,13773,6,6,,2026-03-03T21:28:34.520937Z,3,10083,,no,0,0.0,0,1149808,0.497,#C C drops the vegetable in his right hand into the frying pan.,drops vegetable in his right hand into frying pan,Logistics step involving moving the vegetable into the frying pan.,r002,Cooking,,silver,369.2548909546634,2026-03-03T21:28:34.520961Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Object Transfer,13774,6,6,,2026-03-03T21:28:35.541792Z,6,3158,watchlist_verb,yes,0,0.0,0,1149809,0.466,#C C closes the fridge with his left hand.,closes fridge with his left hand,Closing the fridge is a logistics action involving a specific object.,r002,Cooking,,silver,369.2748909546634,2026-03-03T21:28:35.541815Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,yes
Object Transfer,13775,6,6,,2026-03-03T21:28:37.733041Z,13,823,,no,0,0.0,0,1149810,1.574,#C C drops the vegetable in the container.,drops vegetable in container,"[CtxFixed] The action involves deliberately placing the vegetable into a container, which fits the definition of a deliberate placement.",r002,Cooking,,silver,383.8994209546634,2026-03-03T21:28:37.733065Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Essential Operation,13776,6,6,,2026-03-03T21:28:39.128017Z,8,2074,,no,0,0.0,0,1149811,0.802,#C C cuts the pawpaw with the knife in his left hand.,cuts pawpaw with knife in his left hand,Core task involving high hand activity.,r002,Cooking,,silver,484.8352709546634,2026-03-03T21:28:39.128050Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Stationary,13777,6,6,Essential Operation,2026-03-03T21:28:40.187849Z,3,8722,watchlist_verb,yes,0,0.0,0,1149812,2.727,#C C closes the tap with his left hand.,closes tap with his left hand,"Minimal movement, likely involves fine motor skills with one hand while the body remains relatively still.",r002,Cooking,,silver,516.2211809546634,2026-03-03T21:28:42.604601Z,Bad,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,yes
Object Transfer,13778,6,6,,2026-03-03T21:28:44.459968Z,6,3424,,no,0,0.0,0,1149813,1.222,#C C drops the pawpaw in the container on the slab with his right hand.,drops pawpaw in container on slab with his right hand,"[CtxFixed] The action involves placing the pawpaw into the container, which is a deliberate placement and thus falls under the 'Object Transfer' category.",r002,Cooking,,silver,529.5113509546634,2026-03-03T21:28:44.459984Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Essential Operation,13779,6,6,,2026-03-03T21:28:45.730411Z,9,1664,,no,0,0.0,0,1149814,0.627,#C C cuts the pawpaw on the cutting board with the knife in his left hand.,cuts pawpaw on cutting board with knife in his left hand,Core task involving high hand activity with the knife.,r002,Cooking,,silver,556.7455876213301,2026-03-03T21:28:45.730436Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Object Transfer,13780,6,6,,2026-03-03T21:28:50.664338Z,10,1387,,no,0,0.0,0,1149815,1.863,#C C drops the pawpaw in the container with his right hand.,drops pawpaw in container with his right hand,"[CtxFixed] The action of dropping the pawpaw into the container appears to be a deliberate placement, indicating that C is transferring the object to a specific location.",r002,Cooking,,silver,558.0733076213301,2026-03-03T21:28:50.664353Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Object Transfer,13781,6,6,,2026-03-03T21:28:51.789770Z,6,3155,watchlist_verb,yes,0,0.0,0,1149816,0.553,#C C closes the cabinet with his right hand. #Unsure,closes cabinet with his right hand,Logistics step involving the closing of a cabinet.,r002,Cooking,,silver,626.9461276213301,2026-03-03T21:28:51.789794Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,yes
Stationary,13782,6,6,,2026-03-03T21:28:52.876217Z,4,5991,watchlist_verb,yes,0,0.0,0,1149817,0.43,#C C holds the pot with his left hand.,holds pot with his left hand,"Low body/hand motion, holding an object without movement.",r002,Cooking,,silver,645.2848976213301,2026-03-03T21:28:52.876244Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,yes
Object Transfer,13783,6,6,,2026-03-03T21:28:54.141560Z,7,2809,,no,0,0.0,0,1149818,0.447,#C C picks a meat from the pot with his right hand.,picks meat from pot with his right hand,"The action involves picking an object, which is a logistics step.",r002,Cooking,,silver,651.71073762133,2026-03-03T21:28:54.141593Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Essential Operation,13784,6,6,,2026-03-03T21:28:55.165812Z,6,3369,,no,0,0.0,0,1149819,0.435,#C C cuts the meat on the cutting board with the knife in his left hand.,cuts meat on cutting board with knife in his left hand,Core task involving high hand activity.,r002,Cooking,,silver,657.11451762133,2026-03-03T21:28:55.165827Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Essential Operation,13785,6,6,,2026-03-03T21:28:56.213350Z,4,8462,,no,0,0.0,0,1149820,0.48,#C C washes the knife with the sponge in his right hand.,washes knife with sponge in his right hand,Core task involving high hand activity.,r002,Cooking,,silver,972.64200762133,2026-03-03T21:28:56.213374Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Object Transfer,13786,6,6,,2026-03-03T21:28:57.389833Z,4,6543,,no,0,0.0,0,1149821,0.597,#C C drops the tomato into the stainless plate.,drops tomato into stainless plate,Logistics step involving the transfer of an object.,r002,Cooking,,silver,1162.1212842879966,2026-03-03T21:28:57.389848Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Essential Operation,13787,6,6,,2026-03-03T21:29:00.641690Z,8,2261,,no,0,0.0,0,1149822,0.956,#C C pours the meat stock in to the stainless bowl.,pours meat stock in to stainless bowl,Core task involving high hand activity.,r002,Cooking,,silver,1256.152944287997,2026-03-03T21:29:00.641708Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Object Transfer,13788,6,6,,2026-03-03T21:29:01.733227Z,3,9549,,no,0,0.0,0,1149823,0.523,#C C brings out bay leaf from the container with his left hand.,brings out bay leaf from container with his left hand,Logistics step involving picking up and moving an object.,r002,Cooking,,silver,1359.1068242879967,2026-03-03T21:29:01.733251Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Object Transfer,13789,6,6,,2026-03-03T21:29:03.626438Z,3,9847,,no,0,0.0,0,1149824,1.269,#C C drops the bay leaf inside the meat stock.,drops bay leaf inside meat stock,"[CtxFixed] The action of dropping the bay leaf inside the meat stock is a deliberate placement, which fits the criteria for 'Object Transfer'.",r002,Cooking,,silver,1359.3144242879966,2026-03-03T21:29:03.626461Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Essential Operation,13790,6,6,,2026-03-03T21:29:05.052514Z,4,7474,,no,0,0.0,0,1149825,0.861,#C C pours spice from the container into the food on the cooker.,pours spice from container into food on cooker,Core task involving high hand activity.,r002,Cooking,,silver,1372.8248742879966,2026-03-03T21:29:05.052529Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Object Transfer,13791,6,6,,2026-03-03T21:29:08.169823Z,9,1786,,no,0,0.0,0,1149826,2.479,#C C picks out the leaves off a stem of the vegetable.,picks out leaves off stem of vegetable,Logistics step involving picking and transferring leaves.,r002,Cooking,,silver,1544.9548642879968,2026-03-03T21:29:08.169850Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Object Transfer,13792,6,6,,2026-03-03T21:29:15.711915Z,8,2400,,no,0,0.0,0,1149827,6.924,#C C trashes the leaves.,trashes leaves,"Logistics step of disposing items, short burst of hand activity.",r002,Cooking,,silver,1555.5703742879966,2026-03-03T21:29:15.711929Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Object Transfer,13793,6,6,,2026-03-03T21:29:17.116750Z,4,6948,,no,0,0.0,0,1149828,0.646,#C C packs the chopped spring onions with his right hand into the knife in his left hand.,packs chopped spring onions with his right hand into knife in his left hand,Logistics step of moving chopped spring onions from one hand to the other.,r002,Cooking,,silver,1686.4651409546632,2026-03-03T21:29:17.116774Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Object Transfer,13903,6,6,,2026-03-03T21:33:54.345067Z,4,7604,,no,0,0.0,0,1149829,1.761,#C C puts the chopped spring onions in a bowl of vegetable on the kitchen cabinet.,puts chopped spring onions in bowl of vegetable on kitchen cabinet,Logistics step involving picking up and placing an item.,r002,Cooking,,silver,1686.8599509546632,2026-03-03T21:33:54.345107Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Object Transfer,13904,6,6,,2026-03-03T21:33:59.614141Z,4,6156,watchlist_verb,yes,0,0.0,0,1149830,4.79,#C C opens the kitchen tap with his left hand.,opens kitchen tap with his left hand,Logistics step involving opening a tap.,r002,Cooking,Essential Operation,silver,1713.6291209546632,2026-03-03T21:33:59.614156Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,yes
Object Transfer,13905,6,6,,2026-03-03T21:34:00.924976Z,4,8354,,no,0,0.0,0,1149831,2.966,#C C turns off the kitchen tap with his left hand.,turns off kitchen tap with his left hand,"Action involves a specific interaction with an object (turning off the tap), which is a logistics step.",r002,Cooking,Essential Operation,silver,1757.3644209546633,2026-03-03T21:34:03.462380Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Essential Operation,13906,6,6,,2026-03-03T21:34:04.737580Z,4,8147,,no,0,0.0,0,1149832,0.636,#C C squeezes the sponge in his left hand.,squeezes sponge in his left hand,Core manual task involving high hand activity.,r002,Cooking,,silver,1768.3709609546634,2026-03-03T21:34:04.737594Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Essential Operation,13907,6,6,,2026-03-03T21:34:05.746496Z,4,7984,,no,0,0.0,0,1149833,0.497,#C C rinses the bowl with water.,rinses bowl with water,Core manual task involving hand activity.,r002,Cooking,,silver,1769.1968809546634,2026-03-03T21:34:05.746519Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Object Transfer,13908,6,6,,2026-03-03T21:34:06.756102Z,39,108,,no,0,0.0,0,1149834,0.521,#C C turns off the tap with his right hand.,turns off tap with his right hand,Turning off the tap is a logistics step involving a specific action with the hand.,r002,Cooking,,silver,1830.775540954664,2026-03-03T21:34:06.756125Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Stationary,13909,6,6,,2026-03-03T21:34:08.145948Z,3,8866,watchlist_verb,yes,0,0.0,0,1149835,0.762,#C C holds the plastic bag with both hands.,holds plastic bag with both hands,"Low body/hand motion, holding an object without movement.",r002,Cooking,,silver,1862.874910954664,2026-03-03T21:34:08.145966Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,yes
Object Transfer,13910,6,6,,2026-03-03T21:34:09.443418Z,30,180,,no,0,0.0,0,1149836,1.778,#C C turns on the tap with his right hand.,turns on tap with his right hand,"The action involves turning on the tap, which is a logistics step.",r002,Cooking,Essential Operation,silver,1883.3394609546635,2026-03-03T21:34:13.468835Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
Object Transfer,13911,6,6,,2026-03-03T21:34:16.457616Z,9,1581,watchlist_verb,yes,0,0.0,0,1149837,2.182,#C C closes the refrigerator with his right hand. #Unsure,closes refrigerator with his right hand,"Logistics action involving the closing of a drawer or door, short burst of hand activity.",r002,Cooking,,silver,1885.8202509546632,2026-03-03T21:34:16.457638Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,yes
Object Transfer,13912,6,6,,2026-03-03T21:34:17.721022Z,6,3583,,no,0,0.0,0,1149838,0.602,#C C passes the sponge from his left hand to his right hand.,passes sponge from his left hand to his right hand,Logistics step involving the transfer of an object.,r002,Cooking,,silver,1889.5449709546635,2026-03-03T21:34:17.721036Z,Gold,7ea94f18-3b89-4c8e-aa91-685a76fc4e01,no
