video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status
223a838a-385b-46c8-b750-b590580e6cab,823.8383609546634,#C C places paper on the countertop,Cooking,Object Transfer,Logistics step involving placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,826.5231409546634,#C C places paper on the countertop,Cooking,Object Transfer,"Logistics step, placing an object.",silver
223a838a-385b-46c8-b750-b590580e6cab,829.0365109546634,#C C picks a paper,Cooking,Object Transfer,"Logistics/Setup step, picking up an object.",silver
223a838a-385b-46c8-b750-b590580e6cab,832.9926309546634,#C C places paper plastic mat,Cooking,Object Transfer,"Logistics step, placing an object.",silver
223a838a-385b-46c8-b750-b590580e6cab,834.1328109546635,#C C pulls the paper,Cooking,Object Transfer,Logistics step involving picking up or pulling an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,842.2663809546634,#C C walks around the kitchen,Cooking,Locomotion,"Body moving through space, involves walking.",silver
223a838a-385b-46c8-b750-b590580e6cab,843.5135709546635,#C C closes the cabinet,Cooking,Object Transfer,Logistics step involving closing an object (cabinet).,silver
223a838a-385b-46c8-b750-b590580e6cab,844.1889109546635,#C C opens the cabinet,Cooking,Object Transfer,Logistics action involving opening a cabinet.,silver
223a838a-385b-46c8-b750-b590580e6cab,845.9854209546634,#C C picks bottle,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,848.4041709546634,#C C walks around the kitchen,Cooking,Locomotion,"Movement through space, high body acceleration.",silver
223a838a-385b-46c8-b750-b590580e6cab,849.6248809546635,#C C opens the cabinet,Cooking,Object Transfer,Logistics step involving opening a cabinet.,silver
223a838a-385b-46c8-b750-b590580e6cab,850.6629509546634,#C C picks a container,Cooking,Object Transfer,Logistics/Setup step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,852.4887609546633,#C C closes the cabinet,Cooking,Object Transfer,Closing a cabinet is a logistics step involving the manipulation of objects.,silver
223a838a-385b-46c8-b750-b590580e6cab,853.4057409546633,#C C pulls a drawer,Cooking,Object Transfer,Logistics step involving the drawer.,silver
223a838a-385b-46c8-b750-b590580e6cab,856.5550309546634,#C C looks in the drawer,Cooking,Search,"Head movement (visual search), hands mostly still.",silver
223a838a-385b-46c8-b750-b590580e6cab,857.9612909546634,#C C walks around the kitchen,Cooking,Locomotion,Body moving through space (walking).,silver
223a838a-385b-46c8-b750-b590580e6cab,860.5104209546635,#C C puts container down,Cooking,Object Transfer,Logistics step involving placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,861.4030509546634,#C C puts brush down,Cooking,Object Transfer,Logistics step of putting an object down.,silver
223a838a-385b-46c8-b750-b590580e6cab,863.0620909546634,#C C opens the bottle,Cooking,Object Transfer,Logistics/Setup step (opening an object).,silver
223a838a-385b-46c8-b750-b590580e6cab,867.5152609546634,#C C pours oil in a container,Cooking,Essential Operation,Core task involving manipulation with high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,876.0376709546633,#C C closes a bottle,Cooking,Object Transfer,"Closing a bottle involves logistics and setting up, with short bursts of hand acceleration.",silver
223a838a-385b-46c8-b750-b590580e6cab,879.8925109546634,#C C puts bottle on the countertop,Cooking,Object Transfer,Logistics step of placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,881.8559509546634,#C C dips brush in the oil,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,881.0914909546634,#C C picks a brush,Cooking,Object Transfer,Logistics step of picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,883.2684909546633,#C C applies oil on a paper,Cooking,Essential Operation,"Core manual task, high hand activity.",silver
223a838a-385b-46c8-b750-b590580e6cab,888.9544109546634,#C C puts container on the countertop,Cooking,Object Transfer,"Logistics step of placing an object, short burst of hand activity.",silver
223a838a-385b-46c8-b750-b590580e6cab,889.8527309546635,#C C applies oil on a paper,Cooking,Essential Operation,"Core task involving manual application, high hand activity.",silver
223a838a-385b-46c8-b750-b590580e6cab,898.3058509546634,#C C dips brush in the oil,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,899.8560909546634,#C C applies oil on a paper,Cooking,Essential Operation,"Core manual task, high hand activity.",silver
223a838a-385b-46c8-b750-b590580e6cab,904.2888009546634,#C C dips brush in the oil,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,907.7283109546634,#C C pulls a paper,Cooking,Object Transfer,"Logistics step, likely involves picking up or moving an object.",silver
223a838a-385b-46c8-b750-b590580e6cab,918.8729409546634,#C C places on a mat,Cooking,Object Transfer,"Logistics step, placing an object on a surface.",silver
223a838a-385b-46c8-b750-b590580e6cab,921.5902409546634,#C C spreads the paper,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,929.8522609546634,#C C pulls a paper,Cooking,Object Transfer,"Logistics step, picking up or handling an object.",silver
223a838a-385b-46c8-b750-b590580e6cab,943.2341109546634,#C C spreads the paper,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,945.7756609546634,#C C places on a mat,Cooking,Object Transfer,"Logistics step, placing an object.",silver
223a838a-385b-46c8-b750-b590580e6cab,947.4063109546634,#C C spreads the paper,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,956.5769109546634,#C C picks a brush,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,957.7755409546634,#C C dips brush in the oil,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,959.0353109546634,#C C applies oil on a paper,Cooking,Essential Operation,Core manual task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,965.1518809546634,#C C dips brush in the oil,Cooking,Essential Operation,Core task involving manual manipulation with high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,965.8717609546634,#C C applies oil on a paper,Cooking,Essential Operation,"Core task involving manual application, high hand activity.",silver
223a838a-385b-46c8-b750-b590580e6cab,970.9807709546634,#C C places brush on a container,Cooking,Object Transfer,Logistics step of placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,972.9120809546636,#C C holds a paper,Cooking,Stationary,"Low body/hand motion, holding a paper.",silver
223a838a-385b-46c8-b750-b590580e6cab,976.0374509546634,#C C picks a paper,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,983.8531609546634,#C C inspects at a paper,Cooking,Search,"Head movement (visual inspection), hands mostly still.",silver
223a838a-385b-46c8-b750-b590580e6cab,992.3107109546634,#C C places paper on a mat,Cooking,Object Transfer,Logistics step involving placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,994.6166209546634,#C C spreads the paper,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,997.2008709546634,#C C picks a brush,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,998.7336809546634,#C C applies oil on a paper,Cooking,Essential Operation,Core manual task involving hand movement.,silver
223a838a-385b-46c8-b750-b590580e6cab,1002.3839909546634,#C C places brush on a container,Cooking,Object Transfer,Logistics step involving placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,1004.5289809546634,#C C picks a bowl,Cooking,Object Transfer,Logistics/Setup step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,1005.7379409546634,#C C scoops food,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,1007.2794509546634,#C C puts food on the paper,Cooking,Object Transfer,Logistics step involving picking up and placing down an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,1008.0197709546634,#C C scoops food,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,1008.8383209546636,#C C puts food on the paper,Cooking,Object Transfer,Logistics step involving picking up and placing down an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,1009.4141109546632,#C C scoops food,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,1010.3166009546634,#C C puts food on the paper,Cooking,Object Transfer,Logistics step involving picking up and placing down an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,1010.9223009546632,#C C scoops food,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,1011.6318209546636,#C C puts food on the paper,Cooking,Object Transfer,"Logistics step, moving an object to a location.",silver
223a838a-385b-46c8-b750-b590580e6cab,1012.3027609546634,#C C scoops food,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,1013.0496309546634,#C C puts food on the paper,Cooking,Object Transfer,Logistics step involving picking up and placing down an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,1013.7436009546634,#C C scoops food,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,1014.5419209546634,#C C puts food on the paper,Cooking,Object Transfer,"Logistics step of placing an object, short burst of hand activity.",silver
223a838a-385b-46c8-b750-b590580e6cab,1015.3411809546634,#C C scoops food,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,1016.0593109546634,#C C puts food on the paper,Cooking,Object Transfer,"Logistics step, involves picking up and placing down objects.",silver
223a838a-385b-46c8-b750-b590580e6cab,1017.1653409546634,#C C spreads food on the paper,Cooking,Essential Operation,Core manual task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,1018.4398009546634,#C C scoops food,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,1019.1655709546634,#C C puts food on the paper,Cooking,Object Transfer,Logistics step involving picking up and placing down an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,1019.8982709546634,#C C spreads food on the paper,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,1023.6303909546634,#C C scoops food,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,1024.4358209546635,#C C puts food on the paper,Cooking,Object Transfer,Logistics step involving picking up and placing down an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,1026.5176109546633,#C C spreads food on the paper,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,1038.0349309546634,#C C places bowl on the countertop,Cooking,Object Transfer,"Logistics step, placing an object.",silver
223a838a-385b-46c8-b750-b590580e6cab,1039.483460954663,#C C picks a paper,Cooking,Object Transfer,Logistics/Setup step (picking up an object).,silver
223a838a-385b-46c8-b750-b590580e6cab,1046.4595709546634,#C C covers food with a paper,Cooking,Object Transfer,Logistics step involving picking up and placing the paper.,silver
223a838a-385b-46c8-b750-b590580e6cab,1053.1994609546634,#C C picks a brush,Cooking,Object Transfer,Logistics/Setup step.,silver
223a838a-385b-46c8-b750-b590580e6cab,1054.0115609546633,#C C dips brush in the oil,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,1054.7114709546634,#C C applies oil on a paper,Cooking,Essential Operation,"Core task involving manual application, high hand activity.",silver
223a838a-385b-46c8-b750-b590580e6cab,1062.8279409546635,#C C places brush on a container,Cooking,Object Transfer,Logistics step involving placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,1064.9537109546632,#C C picks a paper,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,1081.392320954663,#C C covers food with a paper,Cooking,Object Transfer,"Logistics step, moving and placing the paper.",silver
223a838a-385b-46c8-b750-b590580e6cab,1085.2700409546633,#C C picks a brush,Cooking,Object Transfer,"Logistics/Setup step, picking up an object.",silver
223a838a-385b-46c8-b750-b590580e6cab,1086.436270954663,#C C applies oil on a paper,Cooking,Essential Operation,"Core task involving manual application, high hand activity.",silver
223a838a-385b-46c8-b750-b590580e6cab,1089.9362509546631,#C C dips brush in the oil,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,1090.7244409546634,#C C applies oil on a paper,Cooking,Essential Operation,"Core task involving manual application, high hand activity.",silver
223a838a-385b-46c8-b750-b590580e6cab,1099.111160954663,#C C places brush on a container,Cooking,Object Transfer,Logistics step involving placing an object.,silver
