action,batch,narration_text,reasoning,round,scenario,status,timestamp_sec,video_uid
Stationary,6,#C C uses a phone in a room,"Low body/hand motion, likely involves holding the phone and interacting with it.",r001,Cooking,Gold,0.0070286,78b06017-cd7b-441c-ba48-33c04e37a82a
Essential Operation,6,#C C cuts a packet of food with a pair of scissors,Core task involving manual dexterity with hands.,r001,Cooking,Gold,31.9359686,78b06017-cd7b-441c-ba48-33c04e37a82a
Essential Operation,6,#CC tears the seal,"[CtxFixed] Tearing the seal is an action that is necessary to access the contents of the packet of chocolate, which is a step in the process of consuming or preparing the chocolate.",r001,Cooking,Gold,53.5864786,78b06017-cd7b-441c-ba48-33c04e37a82a
Object Transfer,6,#C C places a packet on the counter,Logistics step involving picking up and placing an object.,r001,Cooking,Gold,92.6006886,78b06017-cd7b-441c-ba48-33c04e37a82a
Essential Operation,6,#C C removes a shell from the egg with the folk,Core manual task involving high hand activity.,r001,Cooking,Gold,258.3115586,78b06017-cd7b-441c-ba48-33c04e37a82a
Essential Operation,6,#C C shakes his hands,[CtxFixed] Shaking hands after washing is a common essential operation to dry the hands.,r001,Cooking,Gold,332.88712864583334,78b06017-cd7b-441c-ba48-33c04e37a82a
Essential Operation,6,#C C pours the spice on the egg,Core task involving precise hand movements.,r001,Cooking,Gold,341.81656864583334,78b06017-cd7b-441c-ba48-33c04e37a82a
Stationary,6,#C C holds the cabinet,Holding a cabinet implies a static posture with minimal movement.,r001,Cooking,Gold,372.03605864583335,78b06017-cd7b-441c-ba48-33c04e37a82a
Stationary,6,#C C holds the other broccolis,"Low body/hand motion, holding position.",r001,Cooking,Gold,387.5340686458333,78b06017-cd7b-441c-ba48-33c04e37a82a
Stationary,6,#C C holds the stalk,"Low body/hand motion, holding an object without movement.",r001,Cooking,Gold,435.96107864583337,78b06017-cd7b-441c-ba48-33c04e37a82a
Essential Operation,6,#C C Chops broccoli with a knife on a chopping board,Core task involving repetitive and high hand activity.,r001,Cooking,Gold,559.9975976136719,78b06017-cd7b-441c-ba48-33c04e37a82a
Essential Operation,6,#C C Adjusts broccoli on a chopping board,"Core task involving manual manipulation, high hand activity.",r001,Cooking,Gold,576.228497613672,78b06017-cd7b-441c-ba48-33c04e37a82a
Object Transfer,6,#C C Puts down broccoli in a bowl sever,Logistics step of placing an object.,r001,Cooking,Gold,614.610927613672,78b06017-cd7b-441c-ba48-33c04e37a82a
Essential Operation,6,#C C Cleans broccoli with running water from a tap,Core task involving repetitive hand movements and interaction with an object.,r001,Cooking,Gold,618.769427613672,78b06017-cd7b-441c-ba48-33c04e37a82a
Essential Operation,6,#C C Runs water through a tap,Core task involving hand activity to run water through a tap.,r001,Cooking,Gold,631.5487976136719,78b06017-cd7b-441c-ba48-33c04e37a82a
Object Transfer,6,#C C Puts a storage can in a fridge,"Logistics/Setup step, moving an object to a specific location.",r001,Cooking,Gold,710.0998976136719,78b06017-cd7b-441c-ba48-33c04e37a82a
Object Transfer,6,#C C Picks up a mushroom from a chopping board,Logistics step involving picking up an object.,r001,Cooking,Gold,714.307607613672,78b06017-cd7b-441c-ba48-33c04e37a82a
Essential Operation,6,#C C Chops a mushroom with a knife,Core manual task involving high hand activity.,r001,Cooking,Gold,743.541447613672,78b06017-cd7b-441c-ba48-33c04e37a82a
Object Transfer,6,#C C Puts meat on a pan,Logistics step involving picking up and placing the meat on a pan.,r001,Cooking,Gold,783.0407476136719,78b06017-cd7b-441c-ba48-33c04e37a82a
Object Transfer,6,#C C Picks up soap from the counter,Logistics action involving picking up an object.,r001,Cooking,Gold,797.040117613672,78b06017-cd7b-441c-ba48-33c04e37a82a
Essential Operation,6,#C C Wash hands with water from a tap,Core manual task involving hand activity.,r001,Cooking,Gold,797.2340876136719,78b06017-cd7b-441c-ba48-33c04e37a82a
Object Transfer,6,#C C Picks up a spatula from a rack,Logistics/Setup step (pick up an object).,r001,Cooking,Gold,815.9851776136719,78b06017-cd7b-441c-ba48-33c04e37a82a
Essential Operation,6,#C C scrapes off the meat piece off the spatula,Core task involving high hand activity.,r001,Cooking,Gold,856.0350086458333,78b06017-cd7b-441c-ba48-33c04e37a82a
Object Transfer,6,#C C picks the knife from the counter,Logistics/Setup step involving picking up an object.,r001,Cooking,Gold,908.0770386458332,78b06017-cd7b-441c-ba48-33c04e37a82a
Essential Operation,6,#C C cuts the garlic ends with the knife,"Core task, high hand activity.",r001,Cooking,Gold,928.4651286458334,78b06017-cd7b-441c-ba48-33c04e37a82a
Essential Operation,6,#C C removes the peel from the chopping board,Core task involving fine hand movements.,r001,Cooking,Gold,933.8169186458332,78b06017-cd7b-441c-ba48-33c04e37a82a
Essential Operation,6,#C C cuts the butter with the knife,"Core task, high hand activity.",r001,Cooking,Gold,989.0167686458332,78b06017-cd7b-441c-ba48-33c04e37a82a
Object Transfer,6,#C C covers the butter with the lid,Logistics step involving picking up and placing the lid on the butter.,r001,Cooking,Gold,991.0087786458332,78b06017-cd7b-441c-ba48-33c04e37a82a
Object Transfer,6,#C C pushes the cabinet,Pushing a cabinet likely involves minimal body movement and low energy expenditure.,r001,Cooking,Gold,1031.0746386458334,78b06017-cd7b-441c-ba48-33c04e37a82a
Object Transfer,6,#C C covers the cooking pot with the lid,Logistics step involving picking up and placing the lid on the pot.,r001,Cooking,Gold,1075.2923886458334,78b06017-cd7b-441c-ba48-33c04e37a82a
Object Transfer,6,#C C Puts down a spatula on a pan,Logistics step involving the placement of an object.,r001,Cooking,Gold,1180.2117516989583,78b06017-cd7b-441c-ba48-33c04e37a82a
Object Transfer,6,#C C Puts down a knife on a chopping board,Logistics step involving the placement of an object.,r001,Cooking,Gold,1268.1039616989583,78b06017-cd7b-441c-ba48-33c04e37a82a
Essential Operation,6,#C C Flips mushrooms on a pan with his hand,Core task involving high hand activity.,r001,Cooking,Gold,1328.1557316989583,78b06017-cd7b-441c-ba48-33c04e37a82a
Object Transfer,6,#C C Picks up a bowl from the counter,Logistics step involving picking up an object.,r001,Cooking,Gold,1469.8935863218278,78b06017-cd7b-441c-ba48-33c04e37a82a
Essential Operation,6,#C C Stirs food on a pan with a spatula,Core task involving repetitive hand movements.,r001,Cooking,Gold,1542.3463663218276,78b06017-cd7b-441c-ba48-33c04e37a82a
Locomotion,6,#C C walks towards the sink.,"Body moving through space, indicative of walking.",r001,Cleaning,Gold,7.4355786,79204df3-cecf-450e-930e-7cdfd2bf2f6a
Object Transfer,6,#C C picks a thermos.,Logistics step involving picking up an object.,r001,Cleaning,Gold,19.389588600000003,79204df3-cecf-450e-930e-7cdfd2bf2f6a
Object Transfer,6,#C C places the baby playing items in the carton.,Logistics action involving picking up and putting down objects.,r001,Cleaning,Gold,167.88989859999998,79204df3-cecf-450e-930e-7cdfd2bf2f6a
Stationary,6,#C C holds the skateboard,The action involves holding an object without any significant movement.,r001,Cleaning,Gold,289.3160031148611,79204df3-cecf-450e-930e-7cdfd2bf2f6a
Object Transfer,6,#C C puts down the toy,Logistics step of placing an object down.,r001,Cleaning,Gold,337.4571131148611,79204df3-cecf-450e-930e-7cdfd2bf2f6a
Object Transfer,6,#C C puts down the container,Logistics step involving picking up or putting down objects.,r001,Cleaning,Gold,342.3042331148611,79204df3-cecf-450e-930e-7cdfd2bf2f6a
Stationary,6,#C C holds the bag,"Low body/hand motion, holding an object without movement.",r001,Cleaning,Gold,359.8224731148611,79204df3-cecf-450e-930e-7cdfd2bf2f6a
Locomotion,6,#C C walks away from the drawers,Body moving through space (walking).,r001,Cleaning,Gold,377.7205931148611,79204df3-cecf-450e-930e-7cdfd2bf2f6a
Stationary,6,#C C holds the pillow,"Low body/hand motion, holding an object without movement.",r001,Cleaning,Gold,405.3531731148611,79204df3-cecf-450e-930e-7cdfd2bf2f6a
Object Transfer,6,#C C pushes the box,Body moving through space to push an object.,r001,Cleaning,Gold,417.7099731148611,79204df3-cecf-450e-930e-7cdfd2bf2f6a
Essential Operation,6,#C C wipes the table,Core manual task involving high hand activity.,r001,Cleaning,Gold,422.0386131148611,79204df3-cecf-450e-930e-7cdfd2bf2f6a
Stationary,6,#C C holds the shoes,"Low body/hand motion, holding an object without movement.",r001,Cleaning,Gold,429.0668231148611,79204df3-cecf-450e-930e-7cdfd2bf2f6a
Object Transfer,6,#C C puts down the shoes,Logistics step involving placing an object (shoes).,r001,Cleaning,Gold,453.3518631148611,79204df3-cecf-450e-930e-7cdfd2bf2f6a
Object Transfer,6,#C C puts the helmet in the cabinet,Logistics step involving picking up and placing the helmet.,r001,Cleaning,Gold,489.90442311486106,79204df3-cecf-450e-930e-7cdfd2bf2f6a
Stationary,6,#C C holds the holder with the other hand,"Low body/hand motion, holding position.",r001,Cleaning,Gold,508.1138831148611,79204df3-cecf-450e-930e-7cdfd2bf2f6a
Stationary,6,#C C holds the material,"Low body/hand motion, holding an object without movement.",r001,Cleaning,Gold,508.63357311486106,79204df3-cecf-450e-930e-7cdfd2bf2f6a
Stationary,6,#C C holds the keyboard.,"Low body/hand motion, holding an object without movement.",r001,Cleaning,Gold,564.304137613672,79204df3-cecf-450e-930e-7cdfd2bf2f6a
Stationary,6,#C C holds the kitchen cloth,"Low body/hand motion, holding an object without movement.",r001,Cleaning,Gold,669.1227876136719,79204df3-cecf-450e-930e-7cdfd2bf2f6a
Essential Operation,6,#C C connects the vacuum cleaner.,Connecting the vacuum cleaner involves a core manual task with high hand activity.,r001,Cleaning,Gold,679.1979476136719,79204df3-cecf-450e-930e-7cdfd2bf2f6a
Stationary,6,#C C holds the vacuum cleaner,"Low body/hand motion, holding an object without moving.",r001,Cleaning,Gold,699.3022376136719,79204df3-cecf-450e-930e-7cdfd2bf2f6a
Object Transfer,6,#O The man A picks another potato with his left hand.,"Action involves picking up an object, which is a logistics step.",r001,Cooking,Gold,78.20794959999999,798cc542-3fd4-42eb-9bf4-f3910603158b
Object Transfer,6,#O The man A places the potato onto the chopping board.,Logistics step of moving the potato to the chopping board.,r001,Cooking,Gold,79.3184096,798cc542-3fd4-42eb-9bf4-f3910603158b
Object Transfer,6,#O The man A puts another potato slice into the bowl on the table.,Logistics step of moving an object (potato slice to bowl).,r001,Cooking,Gold,214.6187996,798cc542-3fd4-42eb-9bf4-f3910603158b
Object Transfer,6,#O The man D moves a bottle on the table with his right hand.,Logistics step involving moving an object.,r001,Cooking,Gold,263.5387296,798cc542-3fd4-42eb-9bf4-f3910603158b
Object Transfer,6,#O The man B picks a cleaver with his right hand from a chopping board on the table.,Logistics step involving picking up an object.,r001,Cooking,Gold,322.2106709546634,798cc542-3fd4-42eb-9bf4-f3910603158b
Object Transfer,6,#O The man D picks a bowl of lettuce with his right hand.,Logistics step involving picking up an object.,r001,Cooking,Gold,340.0082809546634,798cc542-3fd4-42eb-9bf4-f3910603158b
Object Transfer,6,#O The woman E gives two chopsticks to the man D with her right hand.,"Logistics step, transferring objects between people.",r001,Cooking,Gold,383.3173709546634,798cc542-3fd4-42eb-9bf4-f3910603158b
Object Transfer,6,#O The woman E puts the piece of yam into the pot on the table. #Unsure,Logistics step involving picking up and placing the yam piece.,r001,Cooking,Gold,411.0490309546634,798cc542-3fd4-42eb-9bf4-f3910603158b
Essential Operation,6,#C C stirs the food in the pot with the chopsticks in his right hand.,Core manual task involving high hand activity.,r001,Cooking,Gold,448.37010095466337,798cc542-3fd4-42eb-9bf4-f3910603158b
Object Transfer,6,#O The man B gives the woman A two chopsticks with his left hand.,"Logistics/Transfer step, short burst of hand motion.",r001,Cooking,Gold,548.9841009546634,798cc542-3fd4-42eb-9bf4-f3910603158b
Object Transfer,6,#O The woman D puts the food into the bowl in her left hand.,Logistics step involving the transfer of an object.,r001,Cooking,Gold,659.1184409546634,798cc542-3fd4-42eb-9bf4-f3910603158b
Object Transfer,6,#O The man A puts the food into the bowl in his left hand.,"Logistics step, transferring the food to the bowl.",r001,Cooking,Gold,672.8675709546634,798cc542-3fd4-42eb-9bf4-f3910603158b
Object Transfer,6,#O The man A places a bowl onto the table with both hands.,Logistics step involving placing an object.,r001,Cooking,Gold,840.52107762133,798cc542-3fd4-42eb-9bf4-f3910603158b
Essential Operation,6,#C C eats from a bowl with the chopsticks in his right hand. #Unsure,"The action involves a core manual task (eating with chopsticks), which involves high hand activity.",r001,Cooking,Gold,842.2074476213301,798cc542-3fd4-42eb-9bf4-f3910603158b
Object Transfer,6,#O The woman G picks food from the pot with chopsticks in her right hand.,"The action involves picking up an object (food) from a pot, which is a logistics step.",r001,Cooking,Gold,854.7553776213301,798cc542-3fd4-42eb-9bf4-f3910603158b
Object Transfer,6,#O The man A picks food from the pot with chopsticks in his right hand.,"The action involves picking up an object (food) from the pot, which falls under logistics.",r001,Cooking,Gold,879.13996762133,798cc542-3fd4-42eb-9bf4-f3910603158b
Object Transfer,6,#O The woman B picks food from the pot with chopsticks in her right hand,Logistics step involving picking up an object.,r001,Cooking,Gold,951.66860762133,798cc542-3fd4-42eb-9bf4-f3910603158b
Object Transfer,6,#O The woman B puts the piece of potato into the pot.,Logistics step involving picking up and placing an object.,r001,Cooking,Gold,1035.27503762133,798cc542-3fd4-42eb-9bf4-f3910603158b
Object Transfer,6,#O The woman G collects chopsticks from the man F with her right hand.,Logistics step involving picking up and transferring an object.,r001,Cooking,Gold,1061.91799762133,798cc542-3fd4-42eb-9bf4-f3910603158b
Object Transfer,6,#O The man F picks a plastic bag from the table with his right hand.,"The action involves picking up an object, which is a logistics step.",r001,Cooking,Gold,1364.04985762133,798cc542-3fd4-42eb-9bf4-f3910603158b
Stationary,6,#O The man E holds a potato slice with his left hand.,"The action involves holding a potato slice without any significant movement, indicating a low energy state.",r001,Cooking,Gold,1368.44280762133,798cc542-3fd4-42eb-9bf4-f3910603158b
Object Transfer,6,#O The man E collects the cleaver from the woman F with his right hand.,"The action involves picking up an object (the cleaver), which is a logistics step.",r001,Cooking,Gold,1368.99659762133,798cc542-3fd4-42eb-9bf4-f3910603158b
Essential Operation,6,#O The man E cuts the potato with the cleaver on the chopping board.,Core task involving high hand activity.,r001,Cooking,Gold,1372.86890762133,798cc542-3fd4-42eb-9bf4-f3910603158b
Essential Operation,6,#O The man D tears open the plastic bag with both hands.,Core task involving high hand activity.,r001,Cooking,Gold,1392.19144762133,798cc542-3fd4-42eb-9bf4-f3910603158b
Essential Operation,6,#C C tears the plastic bag of oil with both hands.,Core manual task involving high hand activity.,r001,Cooking,Gold,1402.22344762133,798cc542-3fd4-42eb-9bf4-f3910603158b
Object Transfer,6,#O The woman F picks a plastic bag from the table with her right hand.,Logistics step of picking up an object.,r001,Cooking,Gold,1408.73832762133,798cc542-3fd4-42eb-9bf4-f3910603158b
Object Transfer,6,#O The woman B picks a potato from the bowl with her left hand.,Logistics step involving picking up an object.,r001,Cooking,Gold,1423.04740762133,798cc542-3fd4-42eb-9bf4-f3910603158b
Object Transfer,6,#O The woman B places the potato into the bowl.,Logistics step involving picking up and placing the potato.,r001,Cooking,Gold,1430.73734762133,798cc542-3fd4-42eb-9bf4-f3910603158b
